timestamp,open,high,low,close,volume
2026-08-05 20:45:00,64975.76,64991.66,64894.93,64894.93,7.19088
2026-08-05 20:50:00,64894.93,64900.0,64890.83,64897.95,3.73299
2026-08-05 20:55:00,64897.95,64897.95,64822.89,64822.89,8.19764
2026-08-05 21:00:00,64822.89,64825.78,64705.85,64792.29,26.6629
2026-08-05 21:05:00,64792.29,64796.98,64751.85,64751.85,10.62617
2026-08-05 21:10:00,64751.85,64814.59,64751.85,64779.47,11.46936
2026-08-05 21:15:00,64779.47,64782.0,64761.0,64769.69,8.54982
2026-08-05 21:20:00,64769.69,64769.7,64676.0,64689.85,39.19016
2026-08-05 21:25:00,64689.85,64693.4,64657.69,64665.92,6.51475
2026-08-05 21:30:00,64665.92,64748.05,64665.91,64700.02,5.8836
2026-08-05 21:35:00,64700.02,64709.82,64667.63,64692.54,14.31151
2026-08-05 21:40:00,64692.54,64734.94,64692.39,64723.23,21.1201
2026-08-05 21:45:00,64723.23,64723.23,64676.0,64706.88,7.04337
2026-08-05 21:50:00,64706.88,64760.0,64706.87,64740.0,9.90934
2026-08-05 21:55:00,64740.0,64753.92,64733.13,64733.14,6.2414
2026-08-05 22:00:00,64733.14,64767.26,64648.0,64677.63,18.84604
2026-08-05 22:05:00,64677.63,64718.0,64667.76,64680.39,8.67875
2026-08-05 22:10:00,64680.39,64732.02,64666.9,64684.01,10.22112
2026-08-05 22:15:00,64684.01,64704.0,64679.25,64701.05,5.02173
2026-08-05 22:20:00,64701.05,64708.68,64684.51,64702.39,7.78412
2026-08-05 22:25:00,64702.39,64730.0,64678.96,64729.99,10.52142
2026-08-05 22:30:00,64729.99,64783.84,64729.99,64757.73,7.72344
2026-08-05 22:35:00,64757.73,64757.73,64694.37,64694.38,5.86721
2026-08-05 22:40:00,64694.38,64694.38,64684.0,64693.95,3.30463
2026-08-05 22:45:00,64693.95,64716.0,64686.0,64686.01,10.48606
2026-08-05 22:50:00,64686.01,64690.0,64650.0,64650.0,12.35154
2026-08-05 22:55:00,64650.0,64652.62,64629.81,64636.01,13.70793
2026-08-05 23:00:00,64636.01,64636.01,64583.98,64623.76,18.59703
2026-08-05 23:05:00,64623.76,64672.01,64610.0,64672.01,5.5153
2026-08-05 23:10:00,64672.01,64692.0,64671.85,64678.66,6.67876
2026-08-05 23:15:00,64678.66,64678.67,64629.35,64669.99,9.04869
2026-08-05 23:20:00,64669.99,64738.0,64669.99,64730.0,26.25003
2026-08-05 23:25:00,64730.0,64749.99,64699.52,64699.55,18.49362
2026-08-05 23:30:00,64699.55,64708.0,64671.71,64671.71,6.52103
2026-08-05 23:35:00,64671.71,64694.0,64671.71,64693.99,7.18993
2026-08-05 23:40:00,64693.99,64708.0,64673.0,64673.0,34.84236
2026-08-05 23:45:00,64673.0,64680.01,64590.22,64680.01,75.01847
2026-08-05 23:50:00,64680.01,64680.01,64652.58,64670.66,8.46703
2026-08-05 23:55:00,64670.66,64670.67,64641.06,64665.24,7.6167
2026-08-06 00:00:00,64665.24,64679.76,64619.33,64620.23,15.16126
2026-08-06 00:05:00,64620.23,64682.92,64609.99,64610.0,46.15806
2026-08-06 00:10:00,64610.0,64642.0,64598.72,64604.08,58.89894
